C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_33_699.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_33_699.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_33_699.jpg, 0, 0, 0, 7.859846E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_33_804.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_33_804.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_33_804.jpg, 0, 0, 0, 7.832603E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_33_916.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_33_916.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_33_916.jpg, 0, 0, 0, 8.017896E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_016.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_016.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_016.jpg, 0, 0, 0, 7.796983E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_124.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_124.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_124.jpg, 0, 0, 0, 7.826598E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_235.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_235.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_235.jpg, 0, 0, 0, 7.828988E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_343.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_343.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_343.jpg, 0, 0, 0, 7.994327E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_453.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_453.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_453.jpg, 0, 0, 0, 7.864918E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_564.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_564.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_564.jpg, 0, 0, 0, 7.807596E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_666.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_666.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_666.jpg, 0, 0, 0, 7.91577E-05
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_767.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_767.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_767.jpg, 0, 0.2626125, 0, 0.3305911
C:\Users\USER\Desktop\Self-driving car\IMG\center_2020_04_12_15_56_34_870.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\left_2020_04_12_15_56_34_870.jpg, C:\Users\USER\Desktop\Self-driving car\IMG\right_2020_04_12_15_56_34_870.jpg, 0, 0.506466, 0, 0.9185203
